,0,1
549,1325,831
550,1325,827
551,1325,823
552,1325,819
553,1325,815
554,1325,811
555,1325,807
556,1325,803
557,1325,799
558,1325,795
559,1325,791
560,1325,787
561,1325,783
562,1325,779
563,1325,775
564,1325,771
565,1325,767
566,1325,763
567,1325,759
568,1325,755
569,1325,751
570,1325,747
571,1325,743
572,1325,739
573,1325,735
574,1325,731
575,1325,727
576,1325,723
577,1325,719
578,1325,715
579,1325,711
580,1325,707
581,1325,703
582,1325,699
583,1325,695
584,1325,691
585,1325,687
586,1325,683
587,1325,679
588,1325,675
589,1325,671
590,1325,667
591,1325,663
592,1325,659
593,1325,655
594,1325,651
595,1325,647
596,1325,643
597,1325,639
598,1325,635
599,1325,631
600,1325,627
601,1325,623
602,1325,619
603,1325,615
604,1325,611
605,1325,607
606,1325,603
607,1325,599
608,1325,595
609,1325,591
610,1325,587
611,1325,583
612,1325,579
613,1325,575
614,1325,571
615,1325,567
616,1325,563
617,1325,559
618,1325,555
619,1325,551
620,1325,547
621,1325,543
622,1325,539
623,1325,535
624,1325,531
625,1325,527
626,1325,523
627,1325,519
628,1325,515
629,1325,511
630,1325,507
631,1325,503
632,1325,499
633,1325,495
634,1325,491
635,1325,487
636,1325,483
637,1325,479
638,1325,475
639,1325,471
640,1325,467
641,1325,463
642,1325,459
643,1325,455
644,1325,451
645,1325,447
646,1325,443
647,1325,439
648,1325,435
649,1325,431
650,1325,427
651,1325,423
652,1325,419
653,1325,415
654,1325,411
655,1325,407
656,1325,403
657,1325,399
658,1325,395
659,1325,391
660,1325,387
661,1325,383
662,1325,379
663,1325,375
664,1325,371
665,1325,367
666,1325,363
667,1325,359
668,1325,355
669,1325,351
670,1325,347
671,1325,343
672,1325,339
673,1325,335
674,1325,331
675,1325,327
676,1325,323
677,1325,319
678,1325,315
679,1325,311
680,1325,307
681,1325,303
682,1325,299
683,1325,295
684,1325,291
685,1325,287
686,1325,283
687,1325,279
688,1325,275
689,1325,271
690,1325,267
691,1325,263
692,1325,259
693,1325,255
694,1325,251
695,1325,247
696,1325,243
697,1325,239
698,1325,235
699,1325,231
700,1325,227
701,1325,223
702,1325,219
703,1325,215
704,1325,211
705,1325,207
706,1325,203
707,1325,199
708,1325,195
709,1325,191
710,1325,187
711,1325,183
712,1325,179
713,1325,175
714,1325,171
715,1325,167
716,1325,163
717,1325,159
718,1325,155
719,1325,151
720,1325,147
721,1325,143
722,1325,139
723,1325,135
724,1325,131
725,1325,127
726,1325,123
727,1325,119
728,1325,115
729,1325,111
730,1325,107
731,1325,103
732,1325,99
733,1325,95
734,1325,91
735,1325,87
736,1325,83
737,1325,79
738,1325,75
739,1325,71
740,1325,67
741,1325,63
742,1325,59
743,1325,55
744,1325,51
745,1325,47
746,1325,43
747,1325,39
748,1325,35
749,1325,31
750,1325,27
751,1325,23
752,1325,19
753,1325,15
754,1325,11
755,1325,10
756,1325,14
757,1325,18
758,1325,22
759,1325,26
760,1325,30
761,1325,34
762,1325,38
763,1325,42
764,1325,46
765,1325,50
766,1325,54
767,1325,58
768,1325,62
769,1325,66
770,1325,70
771,1325,74
772,1325,78
773,1325,82
774,1325,86
775,1325,90
776,1325,94
777,1325,98
778,1325,102
779,1325,106
780,1325,110
781,1325,114
782,1325,118
783,1325,122
784,1325,126
785,1325,130
786,1325,134
787,1325,138
788,1325,142
789,1325,146
790,1325,150
791,1325,154
792,1325,158
793,1325,162
794,1325,166
795,1325,170
796,1325,174
797,1325,178
798,1325,182
799,1325,186
800,1325,190
801,1325,194
802,1325,198
803,1325,202
804,1325,206
805,1325,210
806,1325,214
807,1325,218
808,1325,222
809,1325,226
810,1325,230
811,1325,234
812,1325,238
813,1325,242
814,1325,246
815,1325,250
816,1325,254
817,1325,258
818,1325,262
819,1325,266
820,1325,270
821,1325,274
822,1325,278
823,1325,282
824,1325,286
825,1325,290
826,1325,294
827,1325,298
828,1325,302
829,1325,306
830,1325,310
831,1325,314
832,1325,318
833,1325,322
834,1325,326
835,1325,330
836,1325,334
837,1325,338
838,1325,342
839,1325,346
840,1325,350
841,1325,354
842,1325,358
843,1325,362
844,1325,366
845,1325,370
846,1325,374
847,1325,378
848,1325,382
849,1325,386
850,1325,390
851,1325,394
852,1325,398
853,1325,402
854,1325,406
855,1325,410
856,1325,414
857,1325,418
858,1325,422
859,1325,426
860,1325,430
861,1325,434
862,1325,438
863,1325,442
864,1325,446
865,1325,450
866,1325,454
867,1325,458
868,1325,462
869,1325,466
870,1325,470
871,1325,474
872,1325,478
873,1325,482
874,1325,486
875,1325,490
